,ipc,llc_mpki,miss_penalty,aat,num_reads,num_writes,read_rbhr,write_rbhr,dram_cycles,write_cycles

povray,3.9707748660680933,0.0247,270.375,20.362500000000004,49448,0,0.090395,nan,37782426,0
mcf,0.7495224109617769,19.03711285123981,660.375,330.5,39216644,2545217,0.11994,0.0047872,206618931,25445365
namd,3.6427236353403982,0.24499387739801573,243.625,26.737499999999997,490511,132120,0.082735,0.0039314,41205263,1393503
fotonik3d,0.3691861296520949,26.6,652.375,582.625,53295185,23351715,0.0096967,0.0052281,406599281,226152297
cam4,1.7272315095053483,3.75,603.75,237.375,7533074,3046978,0.15824,0.0043344,87128697,29650031
deepsjeng,3.5179497654652274,0.279,241.75,65.7375,558186,233717,0.0018417,0.0,42656968,2309665
imagick,3.8306195581670073,0.12787024093538724,592.5,27.549999999999997,256146,13453,0.30298,0.0072052,39212355,134642
wrf,3.7608086637573046,0.258,303.625,35.162499999999994,515532,149415,0.12973,0.0062172,39980898,1437386
parest,0.5942549178896608,26.512176637174687,440.125,341.5,53197894,978409,0.23414,0.013283,253364393,9425962
leela,3.9620499684521797,0.0261,274.625,21.837500000000002,52203,0,0.11804,nan,37864207,0
lbm,0.2930049293365198,27.699999999999996,777.375,479.125,55433403,41459898,0.052899,0.0057301,512389936,400240227
nab,3.078887319346737,0.6063746136410467,207.375,29.900000000000002,1212665,28200,0.00025399,0.0045035,48743763,244620
blender,3.430976733772869,1.07,242.0,45.125,2144863,2618,0.068864,0.002607,43819873,23377
cactuBSSN,2.239801902978867,3.5299999999999994,473.5,36.0,7079259,1528948,3.814e-05,0.00037665,67150136,15005071
perlbench,3.9510233907019723,0.08814997163925128,221.5,139.25,176308,614,0.045711,0.0,37997436,5686
x264,3.7816490777762195,0.2636241101091599,241.25,194.25,527306,15944,0.0025061,0.0031933,39684192,179172
xz,1.3620977535909926,5.209927856492466,454.0,252.5,10489003,6175732,0.0063974,3.6755e-05,110938446,58524507
gcc,3.401459241623364,0.5653661790913647,291.0,35.2625,1131576,337791,0.05755,0.0029058,44139765,3501727
roms,1.2057090043404508,7.932488185981612,427.375,176.625,16009229,3814341,0.14562,0.0064188,125309756,36815236
xalancbmk,2.041523259791342,1.847489823609227,302.875,34.825,3697129,2876410,0.0014325,0.01171,73563098,27337709
omnetpp,0.9275713942868028,9.19,461.25,216.625,18404566,8565609,0.06039,0.00031952,161956088,81892705
bwaves,0.34553994125387366,41.9,626.75,598.75,83276530,6763404,0.16331,0.0091789,434366825,66265224

cc,0.1386448954079486,85.8,1160.0,1090.0,171819448,49459009,0.07451,0.00041971,1083516381,498720718
bc,1.042437097168217,7.910000000000001,340.5,263.5,15836195,4773934,0.027781,0.001662,144029793,45765775
sssp,2.1266370146002855,2.4474923234390995,419.625,139.375,4896814,1782504,0.044322,0.0037232,70574770,16229036
tc,0.18520748882771948,41.00000000000001,1190.0,1190.0,82120144,78420499,0.25791,0.0065909,810331016,751423849
pr,0.5129473377802208,22.7,493.625,493.625,45502203,11390747,0.17293,0.0074309,292727280,109674970
bfs,0.6243336257021236,17.0,440.125,440.125,34117247,11390596,0.20199,0.006081,240438345,109434186
