,ipc,llc_mpki,miss_penalty,aat,num_reads,num_writes,read_rbhr,write_rbhr,dram_cycles,write_cycles

povray,3.95844917015959,0.0247,391.375,20.5,49448,0,0.15695,nan,12635244,0
mcf,0.40597948967623393,19.074901445466494,1547.5,761.25,38852821,2497123,0.15856,0.057287,125564514,16958901
namd,3.5711588356452477,0.22874917853231105,307.375,28.075,457870,156708,0.22306,0.10976,14017713,1123929
fotonik3d,0.1738499840403943,26.6,1430.0,1272.5,53307518,23325084,0.019616,0.031979,287710247,164721546
cam4,1.204985306671331,3.7400000000000007,1068.75,410.5,7504151,3023997,0.24431,0.27969,41568607,17683338
deepsjeng,3.3600859570227404,0.278,309.125,79.35,555781,222860,0.0102,5.7972e-05,14892959,1769520
imagick,3.7739246100425388,0.1283654103887399,979.0,32.675000000000004,256809,10822,0.3533,0.38735,13253706,64951
wrf,3.6996609572487524,0.257,378.25,39.05,517676,156105,0.29019,0.28496,13624038,912058
parest,0.3650841330055867,26.43722256985017,788.75,606.5,52926833,999082,0.31218,0.24314,137211925,5855718
leela,3.9530355251657228,0.0261,368.25,22.537499999999998,52209,0,0.204,nan,12656404,0
lbm,0.14862873512700447,27.699999999999996,1610.0,981.875,55340519,41314118,0.072862,0.12266,336512791,263767037
nab,2.882660845544984,0.6054995871180843,250.375,32.1625,1211786,27250,0.16075,0.16407,17364367,184653
blender,3.0645820780257718,1.07,378.125,60.5375,2142590,2514,0.11948,0.10913,16343606,17879
cactuBSSN,1.2753849967831856,3.5299999999999994,1205.0,61.81249999999999,7071258,1492616,0.00041229,0.0017485,39270006,11514578
perlbench,3.9341438767900976,0.08814997163925128,294.125,182.25,176306,273,0.15525,0.017316,12729383,2839
x264,3.717507261238087,0.26449621387077416,323.75,260.0,529344,10894,0.0081758,0.087109,13471361,83035
xz,0.7075568683145228,5.153721175395807,989.0,533.625,10359761,6343317,0.010836,0.00044184,71047279,46588703
gcc,3.19008260628119,0.4636228769411327,484.375,41.425,927776,444525,0.12417,0.015943,15691731,3464087
roms,0.7529768896573003,7.881207452940342,767.875,305.875,15889101,3821436,0.26858,0.15245,66859698,24605335
xalancbmk,1.567924539472385,1.59,476.875,40.575,3174048,2898619,0.17608,0.10284,31923337,19776652
omnetpp,0.4749283392702634,9.173747445852062,975.125,445.125,18367199,8640141,0.079254,0.0026694,105388478,63860654
bwaves,0.19370372108880238,41.9,1300.0,1242.5,83284303,6736865,0.20707,0.41384,258346944,33138754
