,ipc,llc_mpki,miss_penalty,aat,num_reads,num_writes,read_rbhr,write_rbhr,dram_cycles,write_cycles

povray,3.9707748660680933,0.0247,270.375,20.362500000000004,49448,0,0.090395,nan,37782426,0
mcf,0.7176287077711675,19.011643746870195,684.25,341.125,38837588,2943124,0.11769,0.0067339,213698290,29167694
namd,3.6468846661336443,0.23049891540130152,251.625,26.5625,461356,168094,0.073775,0.0017663,41168874,1804080
fotonik3d,0.3690611680204337,26.6,652.75,582.75,53263061,23389126,0.0097137,0.0052905,406697334,225973910
cam4,1.6777848816832506,3.8562439182614336,617.125,248.75,7727303,3315166,0.15444,0.0047062,89540411,32078989
deepsjeng,3.511223428954306,0.27974932855863927,243.75,66.2375,559337,259292,0.0018821,0.0,42751557,2556911
imagick,3.8260445334299957,0.12949420814882842,584.125,27.512500000000003,258865,21346,0.30023,0.0036922,39266732,243988
wrf,3.7273394369923594,0.27174105118432607,306.0,36.125,543096,223504,0.12007,0.0040422,40339703,2154154
parest,0.5831480243394763,26.849720666516355,443.75,348.625,53774391,1221994,0.2317,0.015277,257826570,11665561
leela,3.9620499684521797,0.0261,274.625,21.837500000000002,52203,0,0.11804,nan,37864207,0
lbm,0.2902173935098445,27.899999999999995,782.625,486.25,55874375,42076084,0.052661,0.0056443,517365021,405300054
nab,3.0340745626822025,0.6498736781014534,208.125,30.674999999999997,1284984,131591,0.00026102,0.0067545,49466238,1141737
blender,3.412876658167201,1.0812399540757751,243.75,45.6,2161611,31411,0.069097,0.0043934,44040881,282934
cactuBSSN,2.230652602107848,3.54,476.25,36.137499999999996,7078249,1580512,3.418e-05,0.00043031,67383569,15459373
perlbench,3.9510608937726617,0.08814997163925128,220.875,138.875,176309,630,0.045568,0.0,37997220,5880
x264,3.7976230406564446,0.2637464522232735,236.25,190.625,527810,15934,0.0024646,0.0033157,39538025,175224
xz,1.2766373040626875,5.204966322848629,457.625,254.25,10463826,7218442,0.012073,5.8599e-05,118210987,67695426
gcc,3.4037339215025098,0.5048718141982381,313.25,34.7375,1009223,602420,0.067404,0.00051687,44113376,5798915
roms,0.9659196543681196,9.189972778650741,495.625,232.0,18384259,6663880,0.14108,0.0075414,155420120,64152180
xalancbmk,2.0914739263435944,1.6700000000000002,300.25,33.275000000000006,3336250,2897646,0.00060707,0.0029032,71780509,26167070
omnetpp,0.8020626745461757,10.300000000000002,493.25,256.375,20619796,11120342,0.056,0.00039838,187286910,105863332
bwaves,0.34556237274151247,41.9,626.875,598.875,83296462,6771506,0.164,0.0091942,434388417,66139874

cc,0.1384736432946484,85.88748725418792,1160.0,1088.75,171960429,49427283,0.074682,0.00040329,1085072088,497411202
bc,0.9947796931766838,8.264996975196611,368.375,296.5,16540533,5477900,0.029283,0.0020741,150892688,52100364
sssp,1.9589594310444274,2.6562411681582665,435.25,154.625,5319574,2624396,0.043141,0.0015821,76710057,23508059
tc,0.18553498531160967,41.00000000000001,1181.25,1181.25,82121834,78427626,0.25721,0.0062054,808905119,739197792
pr,0.5135247715675011,22.7,493.0,493.0,45495441,11348764,0.17292,0.007438,292356566,109123599
bfs,0.6254861445786284,17.0,439.25,439.25,34108596,11338633,0.20215,0.0060606,239938964,108791112
