,ipc,llc_mpki,miss_penalty,aat,num_reads,num_writes,read_rbhr,write_rbhr,dram_cycles,write_cycles

povray,3.9707748660680933,0.0247,270.375,20.362500000000004,49448,0,0.090395,nan,37782426,0
mcf,0.751951206086809,19.074375116101468,657.125,329.375,39257496,2415683,0.1201,0.004557,205665269,24161778
namd,3.6272727053712823,0.2626070651918886,242.5,27.162499999999998,525981,115261,0.087307,0.010797,41411592,1217006
fotonik3d,0.3554749068980576,28.2,669.875,631.625,56383862,23254716,0.0090695,0.0037589,422270117,233083492
cam4,1.7288232981030989,3.7400000000000007,599.0,235.0,7501910,2928003,0.15874,0.019751,86904766,29345648
deepsjeng,3.516248735193744,0.2841246160596753,238.75,65.96249999999999,568756,175164,0.0017657,0.0,42704564,1795589
imagick,3.8404518992568075,0.12674655404464658,571.5,27.175,253135,4869,0.31964,0.015764,39113583,49182
wrf,3.759859109068253,0.26711532359851814,287.875,34.8125,534710,105304,0.12842,0.023525,39957355,1052529
parest,0.5954243420311599,26.449905482041586,439.75,340.75,53042710,955042,0.23329,0.013118,252560517,9250990
leela,3.9620499684521797,0.0261,274.625,21.837500000000002,52203,0,0.11804,nan,37864207,0
lbm,0.28464242455646277,27.699999999999996,804.375,495.25,55374808,41278839,0.052632,0.040915,527409609,444415645
nab,3.0811620349804603,0.6044995864350703,207.5,29.875,1209959,24177,0.00024453,0.0054153,48724017,214333
blender,3.428964024526837,1.07,242.5,45.175,2144787,1056,0.069092,0.0064953,43826140,8859
cactuBSSN,2.2407607186963294,3.55,465.875,35.7875,7103569,1457264,4.404e-05,0.00037259,67027616,14199653
perlbench,3.9511108891542643,0.08814997163925128,221.25,139.0,176304,126,0.048358,0.0,37988054,1204
x264,3.7885494741017856,0.2646222212874491,241.375,195.125,529431,9521,0.0024568,0.0038604,39614718,105424
xz,1.3660319211148941,5.457404766913844,451.25,262.0,10996567,5691767,0.004445,2.9678e-05,110692050,57199973
gcc,3.442756107181173,0.5181194804596808,291.5,33.9875,1037431,357036,0.061203,0.0016726,43630072,3583257
roms,1.2033180092107982,8.113740952728998,417.375,176.375,16376502,3695480,0.14387,0.0066998,125622196,35858347
xalancbmk,1.9685609571566847,2.159988425739869,312.125,37.9,4320792,2869500,0.0029895,0.02858,76339506,29371259
omnetpp,0.9304902839191793,9.344997324772605,447.125,213.375,18710022,8052138,0.058573,0.00029838,161376843,78984389
bwaves,0.34522098913023946,41.9,626.75,598.625,83311642,6695301,0.16388,0.022837,435128907,67380941

cc,0.13772871126720923,86.50000000000001,1170.0,1100.0,173039888,49222237,0.073043,0.0003792,1089776077,503570942
bc,1.047562359357479,7.877497618291521,339.875,261.875,15760519,4622929,0.027212,0.0016197,143268203,45231179
sssp,2.112649404613875,2.5237407224146464,414.625,141.625,5053764,1736724,0.042698,0.013402,71061703,15978249
tc,0.18085745304505427,41.00000000000001,1230.0,1230.0,82149988,78325087,0.25515,0.047375,830065919,815855843
pr,0.51208735397267,22.7,493.125,493.125,45491089,11330918,0.17292,0.005537,293154032,109282666
bfs,0.6232471733740024,17.0,439.125,439.125,34127288,11307711,0.20175,0.0041263,240932553,109195388
