,ipc,llc_mpki,miss_penalty,aat,num_reads,num_writes,read_rbhr,write_rbhr,dram_cycles,write_cycles

povray,3.967124726034245,0.0247,294.75,20.400000000000002,49448,0,0.0,nan,37824165,0
mcf,0.7356643201811061,18.962376237623765,677.5,337.125,38480872,2477506,0.0,0.0,207621681,29380737
namd,3.6530233324900823,0.22900000000000004,256.125,26.625,457878,157417,0.0,0.0,41086509,2149965
fotonik3d,0.35770993262670675,26.6,676.625,604.375,53320689,23330496,0.0,0.0,419592242,275801265
cam4,1.6589216006221907,3.7400000000000007,652.75,255.125,7511773,3026685,0.0,0.0,90647299,37959363
deepsjeng,3.5257356508287057,0.278,239.25,64.98750000000001,555868,222992,0.0,0.0,42585862,2649540
imagick,3.840370939506947,0.1282427066940906,605.875,27.712500000000002,255949,10784,0.0,0.0,39104694,153485
wrf,3.769277589912431,0.257,303.75,35.1125,513756,153396,0.0,0.0,39989117,2042892
parest,0.5703288038201583,26.524741471207353,453.625,352.375,53238844,998059,0.0,0.0,263984348,11656820
leela,3.959399401062824,0.0261,301.75,22.037499999999998,52205,0,0.0,nan,37897924,0
lbm,0.27053247303713435,27.699999999999996,836.25,514.625,55350498,41320978,0.0,0.0,554734041,501847760
nab,3.0809497395539753,0.6051248194759645,207.625,29.900000000000002,1210911,27569,0.0,0.0,48703197,310812
blender,3.36420988466938,1.0687396937573617,258.75,47.02499999999999,2145548,2466,0.0,0.0,44722985,28327
cactuBSSN,2.2437421107245323,3.5299999999999994,466.25,35.737500000000004,7072290,1492697,0.0,0.0,66972834,18416860
perlbench,3.946436174411554,0.08816247340802723,233.25,146.0,176305,334,0.0,0.0,38034350,4741
x264,3.782599497731563,0.2643731646469926,242.25,195.5,529142,10945,0.0,0.0,39675692,157892
xz,1.3205882654990275,5.151228424527251,467.0,256.875,10354409,6336946,0.0,0.0,114208565,73486972
gcc,3.481639091137327,0.4629962167715959,317.5,33.712500000000006,926984,443254,0.0,0.0,43159544,5470786
roms,1.1449815822158687,7.8537374655909,460.125,187.625,15881299,3791548,0.0,0.0,132157214,46741950
xalancbmk,2.1232495961851807,1.5849842271293377,304.5,32.800000000000004,3171104,2896086,0.0,0.0,70690974,34467388
omnetpp,0.8781753210683165,9.17499727520436,484.625,226.625,18373997,8644452,0.0,0.0,171025053,101203375
bwaves,0.33444103351850113,41.9,642.75,614.375,83315474,6743611,0.0,0.0,449115135,84275702
